host_response_rate,host_is_superhost,host_listings_count,zipcode,room_type,bathrooms,accommodates,beds,bed_type,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,availability_30,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,cancellation_policy,reviews_per_month
N/A,f,1,28801,Private room,1,2,1,Real Bed,199.00,0.00,0.00,2.00,100.00,1,23,12,98.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,1
N/A,t,5,28806,Entire home/apt,1,2,1,Real Bed,68.00,100.00,30.00,2.00,25.00,2,5,110,96.00,9.00,9.00,10.00,10.00,9.00,9.00,strict_14_with_grace_period,2.1
N/A,f,1,28801,Entire home/apt,1,4,2,Real Bed,140.00,0.00,50.00,2.00,0.00,30,0,203,99.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,3.89
N/A,f,2,28803,Entire home/apt,2,4,2,Real Bed,99.00,300.00,65.00,4.00,30.00,3,0,134,97.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,3.18
100%,f,2,28803,Private room,1,2,1,Real Bed,39.00,0.00,5.00,2.00,10.00,1,13,529,94.00,10.00,9.00,10.00,10.00,9.00,10.00,strict_14_with_grace_period,10.06
N/A,f,2,28806,Entire home/apt,2,4,2,Real Bed,136.00,1000.00,125.00,2.00,5.00,30,0,4,95.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,0.14
100%,t,1,28803,Entire home/apt,1,4,2,Real Bed,140.00,0.00,75.00,4.00,50.00,2,15,71,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,2.57
100%,f,1,28801,Entire home/apt,1,2,1,Real Bed,75.00,,50.00,1.00,0.00,30,0,43,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,0.84
100%,t,2,28801,Entire home/apt,2.5,4,2,Real Bed,279.00,0.00,60.00,1.00,0.00,2,9,40,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,0.81
100%,f,1,28801,Entire home/apt,1,3,2,Real Bed,75.00,100.00,,3.00,0.00,29,1,6,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,0.16
N/A,t,1,28804,Entire home/apt,1,2,1,Real Bed,120.00,100.00,30.00,1.00,0.00,1,15,126,97.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,2.43
N/A,t,1,28801,Entire home/apt,1.5,6,4,Real Bed,245.00,200.00,90.00,6.00,25.00,2,18,97,94.00,9.00,9.00,10.00,10.00,10.00,9.00,moderate,1.86
N/A,f,1,28805,Entire home/apt,1,4,2,Real Bed,100.00,0.00,60.00,1.00,0.00,30,0,76,93.00,9.00,10.00,10.00,10.00,9.00,9.00,moderate,1.46
100%,t,1,28806,Private room,1,2,1,Real Bed,59.00,,,1.00,0.00,1,23,145,98.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,2.78
N/A,f,1,28806,Entire home/apt,2,6,3,Real Bed,65.00,250.00,150.00,5.00,10.00,30,0,94,95.00,10.00,10.00,10.00,10.00,9.00,10.00,moderate,1.81
N/A,f,2,28806,Entire home/apt,1,2,1,Real Bed,70.00,0.00,40.00,1.00,0.00,30,4,170,95.00,10.00,10.00,10.00,10.00,9.00,10.00,strict_14_with_grace_period,3.38
100%,t,1,28801,Entire home/apt,1,2,1,Real Bed,97.00,100.00,35.00,1.00,0.00,2,13,190,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,3.75
100%,t,1,28806,Private room,1,2,1,Real Bed,51.00,100.00,40.00,1.00,0.00,2,24,56,97.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,1.09
100%,t,2,28801,Entire home/apt,1,2,1,Real Bed,96.00,0.00,40.00,2.00,50.00,1,11,197,98.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,3.82
100%,f,2,28804,Entire home/apt,1,4,2,Real Bed,119.00,100.00,50.00,4.00,0.00,1,16,43,94.00,10.00,9.00,10.00,10.00,10.00,10.00,moderate,3.22
100%,t,2,28803,Entire home/apt,1,2,1,Real Bed,110.00,,50.00,1.00,0.00,2,12,118,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,2.29
100%,t,1,28801,Entire home/apt,1,6,3,Real Bed,90.00,100.00,50.00,4.00,20.00,1,1,257,98.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,5
100%,t,2,28801,Entire home/apt,1,4,2,Real Bed,125.00,250.00,50.00,2.00,20.00,120,30,50,94.00,10.00,10.00,10.00,10.00,10.00,9.00,strict_14_with_grace_period,0.98
100%,f,1,28732,Private room,2,2,3,Real Bed,75.00,,50.00,2.00,45.00,3,24,14,90.00,9.00,10.00,10.00,10.00,10.00,9.00,strict_14_with_grace_period,0.34
N/A,f,4,28806,Entire home/apt,1,4,2,Real Bed,135.00,300.00,100.00,2.00,15.00,1,10,231,94.00,9.00,10.00,10.00,10.00,9.00,9.00,strict_14_with_grace_period,4.59
N/A,f,2,28806,Entire home/apt,2.5,10,5,Real Bed,275.00,450.00,200.00,6.00,15.00,2,23,44,82.00,9.00,9.00,9.00,9.00,9.00,8.00,strict_14_with_grace_period,0.86
N/A,t,1,28806,Private room,1,2,1,Real Bed,37.00,120.00,30.00,1.00,0.00,2,21,117,96.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,2.31
100%,t,1,28805,Entire home/apt,2,6,3,Real Bed,125.00,200.00,35.00,3.00,15.00,1,5,350,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,6.87
100%,t,1,28806,Entire home/apt,2,6,3,Real Bed,245.00,250.00,135.00,6.00,0.00,3,16,113,98.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,2.43
100%,t,1,28801,Entire home/apt,1,3,1,Couch,120.00,,30.00,2.00,15.00,2,15,190,95.00,10.00,10.00,10.00,10.00,10.00,9.00,strict_14_with_grace_period,3.75
N/A,t,2,28804,Private room,1,2,1,Real Bed,79.00,100.00,20.00,2.00,15.00,1,27,114,97.00,10.00,10.00,10.00,10.00,10.00,9.00,strict_14_with_grace_period,2.33
N/A,t,10,28805,Private room,1,2,1,Real Bed,59.00,100.00,60.00,2.00,0.00,1,15,255,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,5.11
100%,t,5,28806,Entire home/apt,1,2,1,Real Bed,90.00,0.00,35.00,1.00,0.00,2,0,56,93.00,10.00,10.00,10.00,10.00,9.00,9.00,moderate,1.11
100%,f,2,28804,Entire home/apt,2,5,3,Real Bed,195.00,300.00,85.00,4.00,0.00,3,27,11,95.00,9.00,10.00,10.00,10.00,9.00,9.00,strict_14_with_grace_period,0.22
100%,t,2,28801,Entire home/apt,1,3,1,Real Bed,77.00,100.00,48.00,2.00,15.00,1,11,272,94.00,10.00,10.00,10.00,10.00,9.00,9.00,strict_14_with_grace_period,5.54
N/A,t,2,28804,Private room,1,4,3,Real Bed,89.00,100.00,20.00,2.00,30.00,1,24,136,97.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,2.71
100%,f,1,28804,Entire home/apt,1,3,1,Real Bed,88.00,100.00,55.00,2.00,25.00,2,10,75,97.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,1.5
N/A,t,1,28806,Entire home/apt,3,10,7,Real Bed,325.00,220.00,160.00,6.00,55.00,2,18,108,93.00,9.00,9.00,10.00,10.00,10.00,9.00,strict_14_with_grace_period,2.2
100%,t,4,28804,Entire home/apt,1,3,2,Real Bed,75.00,100.00,40.00,2.00,10.00,1,0,198,96.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,4.75
100%,t,1,28806,Private room,1,1,1,Futon,40.00,0.00,10.00,1.00,0.00,1,8,120,98.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,2.39
N/A,f,1,28801,Entire home/apt,1,2,1,Real Bed,145.00,200.00,75.00,2.00,0.00,3,2,5,96.00,10.00,10.00,9.00,10.00,10.00,8.00,strict_14_with_grace_period,0.1
100%,t,2,28804,Entire home/apt,1,2,1,Real Bed,280.00,,50.00,1.00,0.00,2,3,94,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,2.04
N/A,f,1,28801,Entire home/apt,2.5,7,3,Real Bed,197.00,150.00,95.00,1.00,0.00,2,0,9,98.00,10.00,9.00,10.00,10.00,10.00,10.00,moderate,0.18
N/A,f,1,28804,Entire home/apt,1,5,3,Real Bed,99.00,150.00,38.00,1.00,0.00,2,15,194,92.00,10.00,9.00,10.00,10.00,9.00,9.00,moderate,3.95
100%,t,1,28803,Entire home/apt,1,4,2,Real Bed,99.00,0.00,39.00,2.00,29.00,2,18,243,97.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,5.02
N/A,t,1,28804,Private room,1,2,1,Real Bed,68.00,,,1.00,0.00,1,13,305,98.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,6.33
N/A,t,1,28806,Private room,1,4,2,Real Bed,69.00,0.00,35.00,1.00,0.00,2,15,91,98.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,1.84
100%,t,2,28804,Entire home/apt,1,2,1,Real Bed,240.00,,50.00,1.00,0.00,2,4,43,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,0.99
86%,t,1,28801,Entire home/apt,1,4,2,Real Bed,199.00,300.00,55.00,4.00,10.00,1,14,374,96.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,7.61
N/A,t,2,28803,Private room,1,2,1,Real Bed,70.00,0.00,20.00,2.00,20.00,1,24,214,97.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,4.38
N/A,t,5,28801,Private room,1,2,1,Real Bed,65.00,150.00,0.00,1.00,10.00,2,12,264,98.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,5.41
N/A,t,5,28801,Private room,1,2,1,Real Bed,65.00,150.00,0.00,1.00,10.00,2,12,373,97.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,7.62
N/A,t,2,28803,Entire home/apt,1,6,3,Real Bed,125.00,0.00,60.00,2.00,10.00,2,10,100,97.00,10.00,10.00,10.00,10.00,9.00,10.00,moderate,2.13
100%,t,2,28806,Entire home/apt,1,4,2,Real Bed,99.00,,,3.00,50.00,1,17,281,97.00,10.00,10.00,10.00,10.00,9.00,10.00,flexible,5.95
100%,f,3,28805,Private room,1,2,1,Real Bed,60.00,0.00,50.00,1.00,0.00,2,7,18,96.00,10.00,10.00,10.00,10.00,10.00,9.00,strict_14_with_grace_period,0.37
100%,f,3,28805,Private room,1,2,1,Real Bed,70.00,100.00,25.00,1.00,0.00,2,23,30,94.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,0.66
100%,f,3,28805,Private room,2,2,1,Real Bed,75.00,100.00,0.00,1.00,0.00,2,21,33,90.00,9.00,9.00,9.00,9.00,9.00,9.00,strict_14_with_grace_period,0.68
100%,t,1,28805,Private room,1,2,1,Real Bed,88.00,,15.00,2.00,25.00,1,25,131,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,2.93
100%,t,1,28806,Entire home/apt,1,2,1,Real Bed,129.00,100.00,,1.00,0.00,2,24,44,98.00,10.00,10.00,10.00,10.00,9.00,9.00,moderate,0.91
N/A,t,1,28801,Private room,1,2,1,Real Bed,59.00,,20.00,1.00,20.00,2,9,56,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,1.16
100%,t,2,28704,Entire home/apt,2,4,3,Real Bed,80.00,100.00,50.00,4.00,10.00,1,2,107,96.00,10.00,9.00,10.00,10.00,9.00,10.00,moderate,2.23
100%,t,1,28804,Entire home/apt,1,4,2,Real Bed,52.00,0.00,30.00,2.00,10.00,1,16,144,96.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,2.97
100%,t,2,28801,Entire home/apt,1,4,1,Real Bed,86.00,500.00,45.00,2.00,12.00,1,2,122,96.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,2.82
N/A,t,1,28803,Private room,1,2,1,Real Bed,75.00,,5.00,2.00,15.00,1,10,137,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,2.99
100%,t,4,28804,Entire home/apt,1,4,2,Real Bed,49.00,100.00,35.00,2.00,10.00,1,7,211,96.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,5.43
N/A,f,1,28803,Entire home/apt,2,4,3,Real Bed,150.00,,,1.00,0.00,1,0,0,,,,,,,,flexible,
100%,f,1,28801,Entire home/apt,1,3,2,Real Bed,200.00,,,3.00,50.00,30,30,69,96.00,10.00,10.00,10.00,10.00,9.00,9.00,flexible,1.44
100%,t,2,28801,Entire home/apt,1.5,2,1,Real Bed,195.00,0.00,60.00,2.00,0.00,3,9,13,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,0.31
100%,t,3,28805,Entire home/apt,1,2,1,Real Bed,50.00,500.00,100.00,2.00,50.00,30,14,153,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,3.28
N/A,f,1,28806,Entire home/apt,2.5,1,1,Real Bed,175.00,500.00,75.00,1.00,25.00,1,0,12,95.00,10.00,9.00,10.00,10.00,10.00,9.00,flexible,0.26
100%,t,1,28806,Entire home/apt,1,2,1,Real Bed,65.00,0.00,25.00,2.00,25.00,2,6,300,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,6.5
N/A,t,1,28805,Private room,1,4,2,Real Bed,90.00,95.00,,2.00,35.00,2,2,143,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,3.25
N/A,t,4,28801,Entire home/apt,1,2,1,Real Bed,125.00,200.00,60.00,2.00,0.00,3,13,19,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,1.08
N/A,t,2,28806,Entire home/apt,1,4,2,Real Bed,134.00,250.00,30.00,4.00,20.00,2,0,47,98.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,1.02
N/A,t,2,28732,Entire home/apt,3,8,6,Real Bed,220.00,200.00,130.00,1.00,0.00,2,8,46,99.00,10.00,10.00,10.00,10.00,9.00,10.00,strict_14_with_grace_period,1.09
100%,t,1,28806,Private room,1,2,1,Real Bed,125.00,,25.00,1.00,0.00,2,20,54,98.00,10.00,10.00,10.00,10.00,10.00,9.00,strict_14_with_grace_period,2.7
100%,t,1,28803,Entire home/apt,1,5,2,Real Bed,95.00,,,2.00,25.00,2,6,343,98.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,7.62
N/A,t,1,28806,Entire home/apt,2,5,3,Real Bed,84.00,500.00,150.00,4.00,0.00,28,0,44,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,3.73
100%,t,1,28806,Entire home/apt,1,4,2,Real Bed,80.00,125.00,25.00,2.00,20.00,2,16,116,97.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,2.61
N/A,t,2,28804,Entire home/apt,2,6,4,Real Bed,250.00,200.00,130.00,1.00,0.00,3,17,76,94.00,10.00,9.00,10.00,10.00,10.00,9.00,strict_14_with_grace_period,1.67
N/A,t,2,28806,Private room,1,5,3,Real Bed,80.00,0.00,0.00,2.00,15.00,1,2,344,98.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,7.66
100%,t,3,28806,Entire home/apt,1,2,1,Real Bed,101.00,100.00,50.00,2.00,30.00,3,11,97,99.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,2.25
100%,t,4,28801,Entire home/apt,1,2,1,Real Bed,127.00,400.00,75.00,1.00,0.00,1,16,256,97.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,5.82
100%,t,2,28805,Entire home/apt,2.5,10,5,Real Bed,275.00,250.00,95.00,6.00,15.00,3,6,58,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,1.48
100%,f,1,28806,Entire home/apt,1,4,2,Real Bed,130.00,500.00,75.00,1.00,0.00,3,6,9,100.00,10.00,9.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,0.33
100%,t,1,28801,Entire home/apt,1.5,6,3,Real Bed,180.00,100.00,,2.00,25.00,2,9,249,97.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,5.57
N/A,f,2,28801,Entire home/apt,2,8,4,Real Bed,115.00,100.00,75.00,2.00,30.00,1,12,335,94.00,10.00,9.00,10.00,10.00,10.00,9.00,moderate,7.8
N/A,t,1,28806,Private room,1,3,2,Real Bed,65.00,250.00,30.00,2.00,15.00,1,24,32,93.00,10.00,10.00,10.00,10.00,10.00,9.00,strict_14_with_grace_period,1.47
N/A,t,1,28803,Entire home/apt,1,5,3,Real Bed,250.00,1000.00,95.00,1.00,0.00,2,18,51,99.00,10.00,10.00,10.00,10.00,10.00,9.00,strict_14_with_grace_period,1.2
N/A,f,2,28704,Entire home/apt,1,2,1,Real Bed,49.00,300.00,25.00,1.00,0.00,30,0,1,100.00,8.00,10.00,10.00,10.00,8.00,10.00,strict_14_with_grace_period,0.02
N/A,t,1,28805,Private room,1,2,2,Real Bed,89.00,0.00,30.00,2.00,20.00,2,11,111,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,3.6
100%,f,2,28806,Entire home/apt,1,5,2,Real Bed,70.00,200.00,50.00,1.00,0.00,2,13,162,94.00,10.00,10.00,10.00,10.00,9.00,10.00,moderate,3.65
100%,t,1,28804,Entire home/apt,1,2,1,Real Bed,95.00,0.00,45.00,2.00,10.00,2,8,108,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,2.46
100%,t,1,28803,Entire home/apt,1,2,1,Real Bed,98.00,,25.00,1.00,0.00,1,3,113,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,4.56
N/A,f,1,28806,Entire home/apt,1,6,2,Real Bed,155.00,500.00,60.00,4.00,25.00,1,8,98,97.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,2.25
N/A,t,4,28804,Entire home/apt,3.5,6,2,Real Bed,700.00,150.00,75.00,4.00,0.00,1,16,90,98.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,2.11
100%,t,1,28806,Entire home/apt,1,3,1,Real Bed,75.00,0.00,50.00,3.00,10.00,2,11,88,97.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,2.01
100%,t,1,28801,Entire home/apt,2,5,2,Real Bed,310.00,0.00,110.00,1.00,0.00,3,17,36,97.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,0.87
N/A,t,10,28805,Private room,1,2,1,Real Bed,49.00,100.00,50.00,1.00,0.00,1,18,132,98.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,3.08
100%,t,1,28804,Private room,1,2,1,Real Bed,60.00,,,1.00,0.00,2,0,255,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,5.84
92%,f,1,28806,Private room,1,2,1,Real Bed,42.00,0.00,12.00,2.00,20.00,1,5,219,98.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,5.05
73%,f,2,28805,Entire home/apt,1,4,2,Real Bed,129.00,,50.00,2.00,25.00,1,16,139,98.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,3.25
N/A,f,4,28806,Entire home/apt,1,4,2,Real Bed,115.00,150.00,55.00,2.00,15.00,1,7,149,92.00,10.00,10.00,10.00,10.00,9.00,9.00,strict_14_with_grace_period,3.58
100%,t,1,,Private room,1,2,1,Real Bed,98.00,1000.00,40.00,2.00,20.00,2,25,12,97.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,0.94
N/A,t,1,28806,Entire home/apt,1.5,5,2,Real Bed,175.00,0.00,50.00,4.00,25.00,3,18,61,99.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,1.5
N/A,t,1,28801,Entire home/apt,3,10,5,Real Bed,485.00,,200.00,1.00,0.00,2,18,62,99.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,1.47
100%,t,3,28704,Entire home/apt,1,6,4,Real Bed,75.00,100.00,65.00,4.00,5.00,2,15,157,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,5.33
100%,f,2,28801,Entire home/apt,1,3,2,Real Bed,83.00,100.00,40.00,2.00,10.00,1,12,74,93.00,10.00,10.00,10.00,10.00,10.00,9.00,strict_14_with_grace_period,1.72
N/A,t,2,28803,Entire home/apt,3,8,4,Real Bed,199.00,500.00,125.00,1.00,0.00,3,12,80,98.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,2
100%,t,1,28806,Private room,1,2,1,Real Bed,50.00,,,1.00,10.00,1,2,197,96.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,4.57
100%,t,2,28806,Private room,1,4,2,Real Bed,160.00,250.00,75.00,4.00,300.00,2,18,100,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,2.43
N/A,f,1,28801,Private room,1,5,3,Real Bed,60.00,0.00,70.00,1.00,15.00,2,17,165,94.00,9.00,9.00,10.00,10.00,10.00,9.00,moderate,3.85
100%,t,1,28715,Private room,1,2,1,Real Bed,65.00,250.00,25.00,1.00,0.00,2,21,37,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,1.33
100%,t,1,28804,Private room,1.5,2,1,Real Bed,55.00,0.00,7.00,1.00,0.00,1,18,243,97.00,10.00,10.00,10.00,10.00,9.00,10.00,strict_14_with_grace_period,5.77
N/A,t,1,28806,Entire home/apt,1,2,1,Real Bed,74.00,,,1.00,0.00,2,22,172,98.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,4.16
100%,t,1,28806,Entire home/apt,1,2,1,Real Bed,90.00,0.00,25.00,2.00,0.00,1,4,436,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,10.28
100%,t,1,28804,Entire home/apt,1,3,2,Real Bed,150.00,200.00,0.00,2.00,25.00,2,24,85,99.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,2.02
100%,f,1,28732,Entire home/apt,1,4,2,Real Bed,86.00,200.00,45.00,2.00,25.00,1,9,64,95.00,10.00,9.00,10.00,10.00,10.00,9.00,moderate,1.55
100%,t,7,28801,Private room,2,1,1,Real Bed,49.00,100.00,16.00,1.00,0.00,2,10,167,96.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,3.98
N/A,t,1,28803,Private room,1,2,1,Real Bed,50.00,,20.00,1.00,10.00,1,21,196,98.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,4.87
100%,t,3,28806,Entire home/apt,1,4,2,Real Bed,125.00,250.00,75.00,3.00,10.00,3,11,179,99.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,4.3
100%,t,4,28801,Entire home/apt,1,4,2,Real Bed,219.00,200.00,111.00,1.00,0.00,3,21,25,93.00,10.00,10.00,10.00,10.00,9.00,9.00,super_strict_30,0.61
N/A,f,1,28804,Entire home/apt,1,2,1,Real Bed,110.00,100.00,25.00,1.00,0.00,2,0,51,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,1.25
N/A,f,1,28806,Entire home/apt,1,2,1,Real Bed,40.00,100.00,30.00,1.00,0.00,30,6,98,98.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,2.37
N/A,f,1,28805,Entire home/apt,1,4,3,Real Bed,80.00,150.00,75.00,1.00,0.00,30,0,69,98.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,1.66
N/A,t,1,28806,Entire home/apt,1,2,1,Real Bed,66.00,150.00,40.00,1.00,10.00,2,13,133,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,3.28
N/A,t,2,28805,Entire home/apt,1,4,2,Real Bed,75.00,,40.00,2.00,25.00,2,0,153,97.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,3.68
N/A,t,1,28804,Private room,1,2,2,Real Bed,100.00,500.00,30.00,1.00,0.00,2,0,50,96.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,1.21
100%,t,3,28805,Entire home/apt,1,3,1,Real Bed,99.00,,45.00,1.00,0.00,1,11,224,97.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,5.38
100%,t,3,28806,Entire home/apt,1,2,1,Real Bed,105.00,100.00,50.00,2.00,30.00,3,10,106,99.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,2.56
N/A,f,1,28803,Entire home/apt,1.5,5,5,Real Bed,250.00,400.00,100.00,1.00,0.00,2,9,20,98.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,0.49
100%,t,5,28803,Entire home/apt,1,4,3,Real Bed,65.00,125.00,55.00,3.00,15.00,2,9,108,97.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,2.6
100%,f,2,28803,Entire home/apt,1,4,2,Real Bed,52.00,300.00,75.00,1.00,0.00,30,0,12,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,0.3
100%,t,7,28801,Private room,2,2,1,Real Bed,89.00,220.00,16.00,1.00,0.00,1,14,231,95.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,5.55
100%,f,1,28803,Private room,1,2,1,Real Bed,95.00,,30.00,2.00,15.00,2,22,51,94.00,10.00,10.00,10.00,10.00,9.00,9.00,strict_14_with_grace_period,1.26
N/A,f,1,28801,Entire home/apt,1,2,1,Real Bed,125.00,200.00,,1.00,0.00,2,0,30,94.00,10.00,9.00,10.00,10.00,10.00,10.00,moderate,0.75
N/A,f,1,28806,Private room,1,2,1,Real Bed,79.00,100.00,0.00,2.00,0.00,2,0,13,98.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,0.33
N/A,t,1,28801,Entire home/apt,1,2,1,Real Bed,115.00,,45.00,2.00,20.00,3,11,125,95.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,3.12
100%,t,1,28805,Entire home/apt,1,2,2,Real Bed,89.00,275.00,35.00,2.00,25.00,2,5,235,98.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,6.06
N/A,t,2,28801,Private room,1,2,1,Real Bed,92.00,0.00,10.00,1.00,5.00,1,11,305,98.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,7.43
N/A,f,3,28803,Entire home/apt,1,4,2,Real Bed,110.00,300.00,50.00,2.00,10.00,13,0,0,,,,,,,,flexible,
100%,t,1,28806,Entire home/apt,1,4,2,Real Bed,120.00,200.00,40.00,2.00,10.00,1,9,107,97.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,2.81
100%,t,1,28806,Entire home/apt,1,6,4,Real Bed,95.00,250.00,60.00,1.00,25.00,1,12,194,96.00,10.00,10.00,10.00,10.00,9.00,10.00,moderate,7.26
100%,t,3,28805,Entire home/apt,2,5,2,Real Bed,145.00,500.00,110.00,4.00,50.00,2,13,155,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,3.86
100%,t,1,28806,Private room,1,2,1,Real Bed,52.00,0.00,8.00,2.00,20.00,1,18,219,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,5.35
90%,t,1,28801,Entire home/apt,1.5,4,2,Real Bed,150.00,250.00,75.00,4.00,25.00,3,14,140,94.00,10.00,10.00,10.00,10.00,9.00,9.00,strict_14_with_grace_period,3.48
N/A,f,1,28804,Entire home/apt,1,4,2,Real Bed,130.00,500.00,50.00,2.00,30.00,1,0,2,40.00,6.00,4.00,5.00,2.00,7.00,3.00,strict_14_with_grace_period,0.05
