host_response_rate,host_is_superhost,host_listings_count,zipcode,room_type,bathrooms,accommodates,beds,bed_type,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,availability_30,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,cancellation_policy,reviews_per_month,has_reviews,reviews_per_month.1,log.reviews_per_month,review_scores_rating.1,log.review_scores_rating,review_score_value.1,log.review_scores_value,review_scores_location.1,log.review_scores_location,review_scores_communication.1,log.review_scores_communication,review_scores_checkin.1,log.review_scores_checkin,review_scores_accuracy.1,log.review_scores_accuracy,review_scores_cleanliness.1,log.review_scores_cleanliness,number_of_reviews.1,log.number_of_reviews,inzip28801,inzip28804
100%,t,12,28801,Entire home/apt,2,12,6,Real Bed,765,300,0,2,25,1,21,49,96,10,10,10,10,10,9,super_strict_60,0.77,1,1.77,0.5709795465857378,97,4.574710978503383,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,50,3.912023005428146,yes,no
100%,t,12,28801,Entire home/apt,1,6,3,Real Bed,331,200,0,2,25,1,24,72,94,10,10,10,10,10,9,super_strict_60,1.29,1,2.29,0.8285518175661483,95,4.553876891600541,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,73,4.290459441148391,yes,no
80%,f,1,28704,Private room,1,2,1,Real Bed,95,150,0,2,25,3,27,11,93,9,10,10,9,10,10,strict_14_with_grace_period,0.23,1,1.23,0.20701416938432612,94,4.543294782270004,11,2.3978952727983707,11,2.3978952727983707,10,2.302585092994046,11,2.3978952727983707,10,2.302585092994046,11,2.3978952727983707,12,2.4849066497880004,no,no
100%,f,3,28805,Entire home/apt,1,3,2,Real Bed,57,0,20,1,10,2,0,103,93,10,9,10,10,10,9,moderate,1.62,1,2.62,0.9631743177730056,94,4.543294782270004,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,10,2.302585092994046,104,4.6443908991413725,no,no
100%,f,1,28805,Entire home/apt,1,3,1,Futon,70,100,50,1,0,3,0,69,95,10,10,10,10,10,10,moderate,1.07,1,2.0700000000000003,0.7275486072772779,96,4.564348191467836,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,70,4.248495242049359,no,no
N/A,t,1,28806,Private room,1.5,2,1,Futon,75,0,0,1,0,1,10,369,96,10,10,10,10,10,10,moderate,7.73,1,8.73,2.166765369851511,97,4.574710978503383,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,370,5.91350300563827,no,no
N/A,t,2,28806,Entire home/apt,1,3,1,Real Bed,90,100,35,2,20,2,2,374,94,10,10,10,10,10,10,moderate,5.95,1,6.95,1.9387416595767009,95,4.553876891600541,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,375,5.926926025970411,no,no
N/A,t,1,28801,Private room,1,2,1,Real Bed,88,100,0,2,10,1,8,283,97,10,10,10,10,10,10,moderate,4.43,1,5.43,1.691939133945844,98,4.584967478670572,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,284,5.648974238161206,yes,no
N/A,f,1,28804,Entire home/apt,1,2,1,Real Bed,96,600,59,1,0,2,11,7,97,10,10,10,10,9,9,moderate,2.92,1,3.92,1.366091653802371,98,4.584967478670572,10,2.302585092994046,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,8,2.0794415416798357,no,yes
100%,t,1,28704,Private room,1,2,1,Real Bed,80,0,10,2,45,1,21,57,99,10,10,10,10,10,10,moderate,0.94,1,1.94,0.6626879730752367,100,4.605170185988092,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,58,4.060443010546419,no,no
100%,t,1,28806,Entire home/apt,1,4,1,Real Bed,175,250,50,2,10,3,18,109,98,10,10,10,10,9,10,moderate,1.75,1,2.75,1.0116009116784799,99,4.59511985013459,11,2.3978952727983707,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,110,4.700480365792417,no,no
N/A,t,1,28803,Entire home/apt,1,2,1,Real Bed,110,200,50,2,25,2,6,111,98,10,10,10,10,10,10,moderate,1.75,1,2.75,1.0116009116784799,99,4.59511985013459,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,112,4.718498871295094,no,no
N/A,t,1,28801,Private room,1,2,1,Real Bed,118,0,15,2,0,2,16,183,97,10,10,10,10,10,10,moderate,2.9,1,3.9,1.3609765531356006,98,4.584967478670572,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,184,5.214935757608986,yes,no
86%,t,2,28804,Entire home/apt,1.5,5,3,Real Bed,144,350,150,5,50,30,0,22,100,10,10,10,10,10,9,moderate,0.36,1,1.3599999999999999,0.30748469974796055,101,4.61512051684126,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,23,3.1354942159291497,no,yes
100%,t,1,28806,Private room,1,2,1,Real Bed,90,100,35,1,0,2,2,140,99,10,10,10,10,10,10,strict_14_with_grace_period,2.22,1,3.22,1.169381359556317,100,4.605170185988092,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,141,4.948759890378168,no,no
N/A,t,1,28801,Entire home/apt,1,2,1,Real Bed,192,100,75,2,25,2,22,219,98,10,10,10,10,10,9,strict_14_with_grace_period,3.52,1,4.52,1.5085119938441398,99,4.59511985013459,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,220,5.393627546352362,yes,no
N/A,f,1,28804,Private room,1,2,1,Futon,70,100,25,1,10,30,2,39,98,10,10,10,10,10,10,strict_14_with_grace_period,0.63,1,1.63,0.4885800148186709,99,4.59511985013459,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,40,3.6888794541139363,no,yes
100%,t,1,28803,Entire home/apt,1,2,1,Real Bed,75,100,40,2,10,2,14,57,99,10,10,10,10,10,10,moderate,2.53,1,3.53,1.2612978709452054,100,4.605170185988092,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,58,4.060443010546419,no,no
N/A,f,2,28801,Private room,1,2,1,Real Bed,150,0,0,2,0,2,8,1,100,10,10,10,10,10,10,strict_14_with_grace_period,0.03,1,1.03,0.02955880224154443,101,4.61512051684126,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,2,0.6931471805599453,yes,no
N/A,t,1,28803,Private room,1,2,1,Real Bed,44,400,20,2,0,1,17,207,96,10,9,10,10,9,9,strict_14_with_grace_period,3.37,1,4.37,1.4747630091074988,97,4.574710978503383,10,2.302585092994046,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,10,2.302585092994046,208,5.337538079701318,no,no
94%,t,3,28801,Entire home/apt,1,2,1,Real Bed,89,100,60,2,0,3,9,175,94,10,10,10,10,10,9,strict_14_with_grace_period,2.81,1,3.81,1.3376291891386096,95,4.553876891600541,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,176,5.170483995038151,yes,no
100%,t,1,28801,Private room,1,2,1,Real Bed,80,0,15,1,0,2,15,174,99,10,10,10,10,10,10,moderate,2.83,1,3.83,1.3428648031925547,100,4.605170185988092,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,175,5.1647859739235145,yes,no
100%,t,2,28805,Entire home/apt,2.5,10,5,Real Bed,275,250,95,6,15,3,7,77,100,10,10,10,10,10,10,strict_14_with_grace_period,1.26,1,2.26,0.8153648132841944,101,4.61512051684126,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,78,4.356708826689592,no,no
100%,t,2,28801,Private room,1,2,1,Real Bed,55,0,20,1,10,1,8,266,98,10,10,10,10,10,10,flexible,4.33,1,5.33,1.673351238177753,99,4.59511985013459,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,267,5.58724865840025,yes,no
100%,f,2,28801,Entire home/apt,1,4,2,Real Bed,60,0,0,2,0,30,12,44,93,9,9,10,10,10,9,moderate,0.83,1,1.83,0.6043159668533296,94,4.543294782270004,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,10,2.302585092994046,10,2.302585092994046,45,3.8066624897703196,yes,no
100%,t,3,28801,Entire home/apt,1,2,2,Real Bed,99,300,75,2,25,29,0,53,96,10,10,10,10,10,10,strict_14_with_grace_period,0.87,1,1.87,0.6259384308664954,97,4.574710978503383,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,54,3.9889840465642745,yes,no
N/A,t,2,28806,Entire home/apt,1,2,1,Real Bed,87,0,22,1,0,2,17,266,99,10,10,10,10,10,10,moderate,4.41,1,5.41,1.6882490928583902,100,4.605170185988092,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,267,5.58724865840025,no,no
100%,t,1,28804,Private room,1,2,1,Real Bed,79,0,10,2,40,2,19,87,100,10,10,10,10,10,10,flexible,2.05,1,3.05,1.1151415906193203,101,4.61512051684126,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,88,4.477336814478207,no,yes
100%,t,7,28801,Private room,2,2,1,Real Bed,89,220,16,1,0,1,16,328,94,10,9,10,10,10,10,moderate,5.73,1,6.73,1.9065751436566365,95,4.553876891600541,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,10,2.302585092994046,329,5.796057750765372,yes,no
N/A,t,1,28804,Entire home/apt,2,6,2,Real Bed,216,250,125,4,30,2,19,67,99,10,10,10,10,10,10,strict_14_with_grace_period,1.15,1,2.15,0.7654678421395714,100,4.605170185988092,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,68,4.219507705176107,no,yes
100%,f,1,28804,Entire home/apt,1,4,1,Real Bed,60,0,60,1,0,30,5,91,99,10,10,10,10,10,10,moderate,1.53,1,2.5300000000000002,0.928219302739429,100,4.605170185988092,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,92,4.5217885770490405,no,yes
100%,f,1,28806,Private room,3,1,1,Real Bed,28,0,25,1,0,7,8,54,95,10,10,10,10,10,10,moderate,0.99,1,1.99,0.688134638736401,96,4.564348191467836,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,55,4.007333185232471,no,no
100%,t,2,28806,Entire home/apt,1,2,1,Real Bed,109,100,10,1,0,2,9,297,99,10,10,10,10,10,10,moderate,5.65,1,6.65,1.8946168546677629,100,4.605170185988092,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,298,5.697093486505405,no,no
100%,f,1,28804,Entire home/apt,2,6,5,Real Bed,150,200,110,4,30,28,25,118,97,10,10,10,10,10,10,moderate,1.98,1,2.98,1.091923300517313,98,4.584967478670572,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,119,4.77912349311153,no,yes
100%,t,1,28806,Private room,1,2,1,Real Bed,48,0,10,1,0,1,10,50,98,10,10,10,10,10,10,flexible,8.67,1,9.67,2.269028309465203,99,4.59511985013459,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,51,3.9318256327243257,no,no
100%,t,1,28801,Entire home/apt,1,4,2,Real Bed,88,250,30,2,10,2,18,149,95,10,10,10,10,10,9,moderate,2.53,1,3.53,1.2612978709452054,96,4.564348191467836,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,150,5.0106352940962555,yes,no
100%,t,2,28806,Entire home/apt,1,2,1,Real Bed,99,100,10,1,0,2,6,433,99,10,10,10,10,10,10,moderate,7.39,1,8.39,2.127040520479115,100,4.605170185988092,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,434,6.073044534100405,no,no
100%,t,1,28804,Entire home/apt,1,3,2,Real Bed,89,300,15,2,0,2,19,210,99,10,10,10,10,10,10,moderate,3.7,1,4.7,1.547562508716013,100,4.605170185988092,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,211,5.351858133476067,no,yes
100%,f,4,28801,Entire home/apt,2,7,4,Real Bed,165,0,75,2,40,2,11,227,99,10,10,10,10,9,10,strict_14_with_grace_period,3.88,1,4.88,1.5851452198650557,100,4.605170185988092,11,2.3978952727983707,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,228,5.429345628954441,yes,no
N/A,t,2,28806,Private room,1,2,1,Real Bed,60,0,10,1,5,1,2,100,99,10,10,10,10,10,10,moderate,1.99,1,2.99,1.095273387402595,100,4.605170185988092,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,101,4.61512051684126,no,no
100%,f,2,28801,Entire home/apt,1,4,2,Real Bed,130,0,100,1,0,30,10,102,98,10,10,10,10,9,9,strict_14_with_grace_period,1.8,1,2.8,1.0296194171811581,99,4.59511985013459,10,2.302585092994046,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,103,4.634728988229636,yes,no
100%,t,1,28801,Entire home/apt,1,5,2,Real Bed,120,100,50,1,20,30,15,161,93,9,9,10,10,10,9,strict_14_with_grace_period,2.86,1,3.86,1.3506671834767394,94,4.543294782270004,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,10,2.302585092994046,10,2.302585092994046,162,5.087596335232384,yes,no
100%,f,1,28806,Entire home/apt,1,2,1,Real Bed,53,500,75,2,25,29,15,201,98,10,10,10,10,9,10,strict_14_with_grace_period,3.54,1,4.54,1.5129270120532565,99,4.59511985013459,11,2.3978952727983707,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,202,5.308267697401205,no,no
100%,f,1,28801,Entire home/apt,1,6,3,Real Bed,199,150,75,5,25,3,21,112,91,9,9,10,10,10,9,moderate,2.06,1,3.06,1.1184149159642893,92,4.5217885770490405,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,10,2.302585092994046,10,2.302585092994046,113,4.727387818712341,yes,no
N/A,t,10,28805,Private room,1,2,1,Real Bed,49,100,50,1,0,1,21,210,99,10,10,10,10,10,10,strict_14_with_grace_period,3.76,1,4.76,1.5602476682433286,100,4.605170185988092,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,211,5.351858133476067,no,no
100%,t,2,28801,Entire home/apt,1,2,1,Real Bed,85,100,0,1,0,2,11,134,98,10,10,10,10,10,10,strict_14_with_grace_period,4.11,1,5.11,1.631199404215613,99,4.59511985013459,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,135,4.90527477843843,yes,no
N/A,f,1,28806,Private room,1,2,1,Real Bed,50,0,25,1,15,1,0,29,94,10,9,10,10,10,9,strict_14_with_grace_period,0.51,1,1.51,0.412109650826833,95,4.553876891600541,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,10,2.302585092994046,30,3.4011973816621555,no,no
N/A,t,3,28801,Private room,1,2,1,Real Bed,78,0,0,2,0,1,17,362,96,10,9,10,10,10,10,strict_14_with_grace_period,6.4,1,7.4,2.0014800002101243,97,4.574710978503383,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,10,2.302585092994046,363,5.8944028342648505,yes,no
N/A,t,3,28801,Private room,1,2,1,Real Bed,85,0,0,2,15,1,14,571,97,10,10,10,10,10,10,strict_14_with_grace_period,10.05,1,11.05,2.402430427963762,98,4.584967478670572,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,572,6.349138991379798,yes,no
100%,t,3,28801,Entire home/apt,1,4,1,Real Bed,165,200,89,2,30,1,11,251,99,10,10,10,10,10,10,strict_14_with_grace_period,4.41,1,5.41,1.6882490928583902,100,4.605170185988092,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,252,5.529429087511423,yes,no
N/A,t,3,28801,Private room,1,2,1,Real Bed,85,0,0,2,15,1,11,576,97,10,10,10,10,10,10,strict_14_with_grace_period,10.37,1,11.37,2.4309783077624445,98,4.584967478670572,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,577,6.3578422665081,yes,no
100%,t,2,28804,Entire home/apt,1,2,1,Real Bed,89,0,25,2,0,2,18,154,98,10,10,10,10,10,10,moderate,2.73,1,3.73,1.3164082336557241,99,4.59511985013459,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,155,5.043425116919247,no,yes
N/A,t,1,28805,Entire home/apt,1,2,1,Real Bed,100,0,0,1,0,2,21,54,98,10,10,10,10,10,10,moderate,2.99,1,3.99,1.3837912309017721,99,4.59511985013459,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,55,4.007333185232471,no,no
100%,t,1,28806,Entire home/apt,1,4,2,Real Bed,140,250,0,1,0,2,5,132,98,10,10,10,10,10,10,strict_14_with_grace_period,2.37,1,3.37,1.2149127443642704,99,4.59511985013459,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,133,4.890349128221754,no,no
100%,t,3,28801,Entire home/apt,1.5,4,2,Real Bed,100,500,75,4,25,30,0,150,97,10,10,10,10,9,10,strict_14_with_grace_period,2.72,1,3.72,1.3137236682850553,98,4.584967478670572,11,2.3978952727983707,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,151,5.017279836814924,yes,no
N/A,f,2,28805,Entire home/apt,3.5,14,6,Real Bed,375,500,250,8,25,3,17,24,86,9,9,10,9,9,8,strict_14_with_grace_period,0.43,1,1.43,0.3576744442718159,87,4.465908118654584,9,2.1972245773362196,10,2.302585092994046,10,2.302585092994046,11,2.3978952727983707,10,2.302585092994046,10,2.302585092994046,25,3.2188758248682006,no,no
N/A,f,1,28801,Entire home/apt,1,2,2,Real Bed,79,0,0,1,0,30,16,57,97,10,10,10,10,10,9,flexible,1.05,1,2.05,0.7178397931503168,98,4.584967478670572,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,58,4.060443010546419,yes,no
N/A,f,1,28803,Entire home/apt,1.5,4,2,Real Bed,195,0,75,5,100,3,0,1,89,10,8,10,10,10,6,moderate,0.02,1,1.02,0.01980262729617973,90,4.499809670330265,7,1.9459101490553132,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,9,2.1972245773362196,2,0.6931471805599453,no,no
100%,f,1,28801,Private room,1,2,1,Real Bed,205,0,0,2,0,1,9,1,0,0,0,0,0,0,0,super_strict_30,0.04,1,1.04,0.03922071315328133,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0.6931471805599453,yes,no
100%,t,1,28806,Private room,1,2,1,Real Bed,65,200,0,1,0,3,19,107,97,10,10,10,10,10,10,moderate,1.98,1,2.98,1.091923300517313,98,4.584967478670572,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,108,4.68213122712422,no,no
N/A,t,10,28805,Entire home/apt,1,4,3,Real Bed,79,200,100,2,0,30,16,175,98,10,10,10,10,10,10,strict_14_with_grace_period,3.23,1,4.23,1.4422019930581866,99,4.59511985013459,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,176,5.170483995038151,no,no
N/A,f,1,28803,Entire home/apt,2.5,12,7,Real Bed,668,500,0,10,0,30,0,29,92,9,9,9,9,9,9,strict_14_with_grace_period,0.55,1,1.55,0.4382549309311553,93,4.532599493153256,10,2.302585092994046,10,2.302585092994046,10,2.302585092994046,10,2.302585092994046,10,2.302585092994046,10,2.302585092994046,30,3.4011973816621555,no,no
N/A,f,1,28805,Entire home/apt,2,5,3,Real Bed,190,100,60,2,10,2,14,15,99,10,10,10,10,10,10,strict_14_with_grace_period,0.28,1,1.28,0.2468600779315258,100,4.605170185988092,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,16,2.772588722239781,no,no
100%,t,2,28801,Private room,1,2,1,Real Bed,77,0,0,1,0,2,19,233,99,10,10,10,10,9,10,strict_14_with_grace_period,4.35,1,5.35,1.6770965609079151,100,4.605170185988092,11,2.3978952727983707,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,234,5.455321115357702,yes,no
100%,t,1,28805,Entire home/apt,1,4,2,Real Bed,135,0,0,2,15,1,14,164,99,10,10,10,10,10,10,moderate,3.03,1,4.029999999999999,1.3937663759585914,100,4.605170185988092,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,165,5.10594547390058,no,no
N/A,t,1,28806,Entire home/apt,1,2,1,Real Bed,100,275,29,1,0,2,3,141,98,10,10,10,10,10,10,moderate,2.62,1,3.62,1.2864740258376797,99,4.59511985013459,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,142,4.955827057601261,no,no
N/A,t,1,28806,Entire home/apt,1,5,2,Real Bed,97,250,0,2,20,1,21,181,98,10,10,10,10,10,10,moderate,3.38,1,4.38,1.4770487243883548,99,4.59511985013459,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,182,5.204006687076795,no,no
100%,t,2,28806,Private room,1,4,2,Real Bed,160,250,75,4,300,2,15,85,99,10,10,10,10,10,10,moderate,1.84,1,2.84,1.0438040521731147,100,4.605170185988092,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,86,4.454347296253507,no,no
100%,t,3,28801,Entire home/apt,1,3,1,Real Bed,105,300,25,2,25,1,15,304,98,10,10,10,10,10,10,strict_14_with_grace_period,5.7,1,6.7,1.9021075263969205,99,4.59511985013459,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,305,5.720311776607412,yes,no
N/A,t,1,28801,Entire home/apt,1,2,1,Real Bed,110,250,60,2,50,3,5,164,96,10,10,10,10,9,10,moderate,3.08,1,4.08,1.4060969884160703,97,4.574710978503383,11,2.3978952727983707,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,165,5.10594547390058,yes,no
N/A,t,3,28804,Entire home/apt,1,4,2,Real Bed,135,0,0,3,10,1,13,175,97,10,10,10,10,10,10,strict_14_with_grace_period,3.28,1,4.279999999999999,1.4539530095937052,98,4.584967478670572,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,176,5.170483995038151,no,yes
N/A,t,3,28806,Entire home/apt,1,6,3,Real Bed,160,0,35,4,0,1,5,255,96,10,10,10,10,10,10,strict_14_with_grace_period,4.75,1,5.75,1.749199854809259,97,4.574710978503383,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,256,5.545177444479562,no,no
N/A,t,3,28804,Entire home/apt,2,8,3,Real Bed,176,0,50,1,0,1,15,196,97,10,10,10,10,10,10,strict_14_with_grace_period,3.86,1,4.859999999999999,1.5810384379124023,98,4.584967478670572,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,197,5.2832037287379885,no,yes
100%,f,2,28803,Private room,1,2,1,Real Bed,48,0,5,1,0,1,14,429,93,10,9,10,10,10,10,strict_14_with_grace_period,8.16,1,9.16,2.214846178686039,94,4.543294782270004,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,10,2.302585092994046,430,6.063785208687608,no,no
N/A,f,1,28732,Entire home/apt,1,3,1,Real Bed,29,100,25,1,20,1,4,73,87,9,9,9,10,9,9,moderate,2.49,1,3.49,1.2499017362143359,88,4.477336814478207,10,2.302585092994046,10,2.302585092994046,11,2.3978952727983707,10,2.302585092994046,10,2.302585092994046,10,2.302585092994046,74,4.30406509320417,no,no
N/A,f,1,28801,Private room,1,2,1,Real Bed,199,0,0,2,100,1,23,12,98,10,10,10,10,10,10,moderate,1,1,2,0.6931471805599453,99,4.59511985013459,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,11,2.3978952727983707,13,2.5649493574615367,yes,no
N/A,t,5,28806,Entire home/apt,1,2,1,Real Bed,68,100,30,2,25,2,5,110,96,9,9,10,10,9,9,strict_14_with_grace_period,2.1,1,3.1,1.1314021114911006,97,4.574710978503383,10,2.302585092994046,10,2.302585092994046,11,2.3978952727983707,11,2.3978952727983707,10,2.302585092994046,10,2.302585092994046,111,4.709530201312334,no,no
